Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21
t_029,"Kritodrilus calarensis (Tétry, 1944)","Kritodrilus calarensis (Tétry, 1944)","Kritodrilus calarensis (Tetry, 1944)","Kritodrilus calarensis (Tétry, 1944)",Kritodrilus calarensis,Lumbricidae,Kritodrilus,calarensis,NA,"Kritodrilus calarensis (Tétry, 1944)",Krcala,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023.",Kritodrilus calarensis,Lumbricidae,Kritodrilus,calarensis,NA,Krcala,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_030,"Octolasium lacteum lacteum Oerley, 1885","Octolasion tyrtaeum tyraeum (Savigny, 1826)","Octolasion lacteum (Orley, 1885)","Octolasion lacteum Örley, 1885",Octolasion lacteum,Lumbricidae,Octolasion,lacteum,NA,"Octolasion lacteum Örley, 1885",Oclact,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023.",Octolasion lacteum,Lumbricidae,Octolasion,lacteum,NA,Oclact,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_031,"Octolasium lacteum gracile Oerley, 1885","Octolasion tyrtaeum gracile (Orley, 1885)",Octolasion tyrtaeum (Savigny 1826),"Octolasion tyrtaeum (Savigny, 1826)",Octolasion tyrtaeum,Lumbricidae,Octolasion,tyrtaeum,NA,Octolasion tyrtaeum (Savigny 1826),Octyrt,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023.",Octolasion tyrtaeum,Lumbricidae,Octolasion,tyrtaeum,NA,Octyrt,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_032,"Octolasium cyaneum ""typique"" (Savigny, 1826)","Octolasion cyaneum cyaneum (Savigny, 1826)","Octolasion cyaneum (Savigny, 1826)","Octolasion cyaneum (Savigny, 1826)",Octolasion cyaneum,Lumbricidae,Octolasion,cyaneum,NA,"Octolasion cyaneum (Savigny, 1826)",Occyan,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023.",Octolasion cyaneum,Lumbricidae,Octolasion,cyaneum,NA,Occyan,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_033,"Allolobophora chlorotica chlorotica leucotype (Savigny, 1826)","Allolobophora (Allolobophora) chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,"Allolobophora (sensu stricto) chlorotica chlorotica (Savigny, 1826)",Alchlochlo,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,Alchlochlo,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 data.
t_034,"Allolobophora chlorotica chlorotica chlorotype (Savigny, 1826)","Allolobophora (Allolobophora) chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,"Allolobophora (sensu stricto) chlorotica chlorotica (Savigny, 1826)",Alchlochlo,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,Alchlochlo,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 data.
t_035,"Allolobophora chlorotica chlorotica indéterminée (Savigny, 1826)","Allolobophora (Allolobophora) chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)","Allolobophora chlorotica chlorotica (Savigny, 1826)",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,"Allolobophora (sensu stricto) chlorotica chlorotica (Savigny, 1826)",Alchlochlo,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,Alchlochlo,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_036,"Allolobophora chlorotica postepheba leucotype Bouché, 1972","Allolobophora (Allolobophora) chlorotica postepheba Bouché, 1972","Allolobophora chlorotica postepheba (Bouche, 1972)","Allolobophora chlorotica postepheba Bouché, 1972",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,"Allolobophora (sensu stricto) chlorotica postepheba Bouché, 1972",Alchlopost,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,Alchlopost,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_037,"Allolobophora chlorotica postepheba chlorotype Bouché, 1972","Allolobophora (Allolobophora) chlorotica postepheba Bouché, 1972","Allolobophora chlorotica postepheba (Bouche, 1972)","Allolobophora chlorotica postepheba Bouché, 1972",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,"Allolobophora (sensu stricto) chlorotica postepheba Bouché, 1972",Alchlopost,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,Alchlopost,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_038,"Allolobophora chlorotica postepheba indéterminée Bouché, 1972","Allolobophora (Allolobophora) chlorotica postepheba Bouché, 1972","Allolobophora chlorotica postepheba (Bouche, 1972)","Allolobophora chlorotica postepheba Bouché, 1972",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,"Allolobophora (sensu stricto) chlorotica postepheba Bouché, 1972",Alchlopost,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica postepheba,Lumbricidae,Allolobophora s.s.,chlorotica,postepheba,Alchlopost,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_039,"Allolobophora chlorotica waldensis leucotype Ribeaucourt, 1896","Allolobophora (Allolobophora) chlorotica waldensis Ribaucourt, 1896","Allolobophora chlorotica waldensis (Ribaucourt, 1896)","Allolobophora chlorotica waldensis Ribaucourt, 1896",Allolobophora s.s. chlorotica waldensis,Lumbricidae,Allolobophora s.s.,chlorotica,waldensis,"Allolobophora (sensu stricto) chlorotica waldensis Ribaucourt, 1896",Alchlowald,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. chlorotica chlorotica,Lumbricidae,Allolobophora s.s.,chlorotica,chlorotica,Alchlochlo,"We did not dissect evey Al. chlorotica, so we keep Al. chlorotica chlorotica.",This work: 1961-1970 data.
t_040,"Allolobophora burgondiae Bouché, 1972","Allolobophora (Allolobophora) burgondiae Bouché, 1972","Allolobophora burgondiae (Bouche, 1972)","Allolobophora burgondiae Bouché, 1972",Allolobophora s.s. burgondiae,Lumbricidae,Allolobophora s.s.,burgondiae,NA,"Allolobophora (sensu stricto) burgondiae Bouché, 1972",Alburg,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023. Correctely assigned to Allolobophora genus (Navarro et al., 2023).",Allolobophora s.s. burgondiae,Lumbricidae,Allolobophora s.s.,burgondiae,NA,Alburg,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_041,"Allolobophora icterica (Savigny, 1826)","Heraclescolex ictericus (Savigny, 1826)","Aporrectodea icterica (Savigny, 1826)","Aporrectodea icterica icterica (Savigny, 1826)",Allolobophora s.s. icterica,Lumbricidae,Allolobophora s.s.,icterica,NA,"Allolobophora (sensu stricto) icterica (Savigny, 1826)",Alicte,"Reassigned to genus Allolobophora in Navarro et al., 2023.",Allolobophora s.s. icterica,Lumbricidae,Allolobophora s.s.,icterica,NA,Alicte,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 and 2019-2023 data.
t_042,"Scherotheca (Scherotheca) gigas dinoscolex Bouché, 1972","Scherotheca (Scherotheca) dinoscolex dinoscolex Bouché, 1972","Scherotheca (Scherotheca) dinoscolex (Bouche, 1972)","Scherotheca dinoscolex Qiu & Bouché, 1998",Scherotheca dinoscolex,Lumbricidae,Scherotheca,dinoscolex,NA,"Scherotheca dinoscolex (Bouché, 1972)",Scdino,"Name from Misirlioglu et al., 2023, and the associated data paper Brown et al., 2023.",Scherotheca dinoscolex,Lumbricidae,Scherotheca,dinoscolex,NA,Scdino,"No confusion, same name as in ""name_this_work"".",This work: 1961-1970 data.
